Unnamed: 0,RC1,RC2,RC3,RC4,RC5
E1,0.998574444404655,0.0430616390581054,0.024239093496232,0.0201802024281465,5.76008798123078e-08
E2,0.274583167240155,0.960891327384412,0.0206104786133419,0.0294474005147359,2.0076305584868e-07
E3,0.180501468445013,0.940845044484652,0.128930507043894,0.256138139455079,5.26876756436014e-06
E4,0.904798909992117,0.371124918055465,0.138380616342759,0.156384246954624,6.59302143740058e-07
E5,0.270409093291794,0.962458232632954,0.022718933362417,0.0060764108672086,-6.58114584445455e-08
E6,0.32893167491859,0.939180222081773,0.0609745368998886,0.0776309830567942,2.27173273385473e-06
E7,0.998036687782083,0.0545773022582448,0.0242952701431218,0.0188103101477195,-1.88068882492684e-08
E8,0.998277705268284,0.0480378128826617,0.0256828563576583,0.0217803256874569,-1.75180117970083e-08
E9,0.241925281292391,0.969829778395693,0.0282234740835719,0.0102856559806736,5.08610991764885e-07
E10,0.396600865607154,0.916553884795847,-0.0440726109964156,0.0263502300104289,-1.91071389745419e-06
E11,0.983819417764348,0.17061989795772,0.0419675144166507,0.0350275803389937,9.045413964046651e-09
E12,0.998866613563014,0.0370641778429557,0.0248802241116097,0.0165139177100485,6.1661083018497e-08
A13,-0.0680236236713935,0.993791918857468,0.083902975153953,-0.026658945897198,-4.07693316461843e-07
A14,0.999005637436657,0.0335728007590669,0.0246063930559234,0.0159727530421416,4.14520225988251e-08
A15,-0.640174806704334,0.768156071925137,-0.0085301374502118,-0.0063010142561607,-1.82978154821912e-07
A16,0.998961824859629,0.0349067909778267,0.0245418261658215,0.0159526544874085,4.02811420041476e-08
A17,-0.638275593642245,0.76967896760406,-0.0104180909111091,-0.0094877168113368,-2.50941242355433e-07
A18,-0.641458219368491,0.767045241898385,-0.0103603458673319,-0.008100180189959,-2.23349465826861e-07
A19,0.998952764942977,0.035110268393357,0.0246321930446316,0.015934162417237,4.0372213490966e-08
A20,0.998970212260734,0.0346200622966442,0.024550367622839,0.0160388825016294,4.20263159836651e-08
A21,-0.633987980267937,0.773285658768837,-0.0065317956784272,-0.0067724783798735,-1.86357307584607e-07
A22,-0.640535154118028,0.767833048036181,-0.0077614376798337,-0.0093213071801375,-2.34424455335737e-07
A23,0.997877538395324,0.057821732653538,0.0220833671085376,0.0202334005093196,1.00028165509491e-07
A24,0.999003680126705,0.0336174144825358,0.0246265273231593,0.0159703064719805,4.14337703750307e-08
C25,0.998884076248681,0.0370613006137886,0.0243788311992788,0.0162090963038871,3.60363861690892e-08
C26,0.0862130776023144,0.996209471653296,0.0106435727613951,0.0045506260463832,-2.33616079533851e-07
C27,-0.0382250765561498,0.999233927455512,0.0080212681702283,0.0024619100356018,-1.5821446540871e-07
C28,0.998960538313882,0.0348945596463677,0.0246079856597238,0.0159580587946716,4.037126788787e-08
C29,0.199224228779939,0.979858563497527,0.0120821510818161,0.0063971738127168,-2.11172292199766e-07
C30,0.336749468751336,0.941157156847429,0.0199189004038213,0.0206455519455298,-1.4567741575298e-06
C31,0.998975154086606,0.0344547601077441,0.0246145849656544,0.0159885343457648,4.08509834034787e-08
C32,0.99891428100938,0.0356592014408381,0.0248663410605635,0.0167435250281988,7.07049645000631e-08
C33,0.999041643795757,0.0300021411675718,0.0255749634776906,0.019015434003262,1.25263444038337e-07
C34,0.998976441950016,0.0342760871894194,0.0246796041971379,0.0161905964232473,4.55036210710256e-08
C35,0.201561966313844,0.979395052754567,0.011683063821967,0.0046486982333216,-2.03995286883964e-07
C36,0.060234985338625,0.998102504426,0.0123453140359003,0.0032757321472483,-2.30007016924935e-07
N37,0.0336650958632577,0.999398623931811,0.0080045334296924,0.0022314229136502,-2.65292581102535e-07
N38,-0.622975300415724,0.781817514797396,-0.0051176779936162,0.0252380268594005,3.9769288933203e-07
N39,-0.0619096560782123,0.997999160121673,0.0089085871671078,-0.0092470511626831,-4.36597975537629e-07
N40,0.997746025198128,-0.0572494186034488,0.0273108557839114,0.021897269857618,1.9247520869862e-07
N41,0.982699504216694,-0.184599826455518,0.0149115948488748,0.0014942636591888,-1.89201276550911e-07
N42,0.0258707034556461,-0.999356962484551,-0.0225074491483148,0.0104777368275392,4.10004604854277e-07
N43,-0.152937074561109,0.988229193735175,0.0032740702691961,-0.0016100739126769,-2.87693196205772e-07
N44,0.044395060386501,0.998953885300129,0.0099616091284309,0.00458039305944,-2.17167321548737e-07
N45,0.141982332222297,0.989807543669445,0.0102522388576734,0.0041152679274338,-2.5564072479777e-07
N46,0.937059157535163,-0.347860247305437,-0.0271890032039191,-0.0131962770708592,-5.79942750477878e-07
N47,-0.214058621097688,0.976794335586845,0.0005592493286596,-0.0071707697810905,-3.76278011086595e-07
N48,0.999007900154594,0.0337337690610487,0.0246582191431716,0.0154019635868478,3.11359106601805e-08
O49,0.998839153929006,0.0375259621851427,0.0252404705904032,0.0165850952616449,5.39837535349309e-08
O50,0.708255689291072,0.4968271796964,0.501167691523652,-0.0191722996392134,-1.07067650993581e-06
O51,0.678706699420725,0.581352105030571,-0.0682353517604751,0.443543552436559,-1.73676590587013e-07
O52,-0.374545479650892,0.811033973000069,-0.430205778255747,0.129855945832683,2.65196134218281e-07
O53,0.99867845910668,0.040427143548528,0.0294170985439257,0.0119002392442726,-2.33041958368972e-08
O54,0.643732867395985,0.605209939589319,-0.0602110330785877,0.464438969027813,-6.53098354718172e-07
O55,0.998312860568428,0.0494147044085182,0.0275967816271798,0.012962910773631,1.5003160374266301e-09
O56,0.99851308673112,0.0410522151361766,0.0270426816397512,0.0235589606900906,1.92884847031836e-07
O57,0.798896760262144,0.467231933311341,-0.344923552730871,0.15648012560147,2.41863106803175e-07
O58,0.677152844058744,0.500918853250319,0.537423067687187,0.0414822197827514,1.06450708324634e-06
O59,0.992575614255278,0.0856127428056402,0.0851504532799841,-0.0146119321517137,-2.42260664760827e-07
O60,0.998768358414808,0.0379550767869685,0.0256492840937189,0.0190602361201944,7.88520107995623e-08
