C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11
4.023339817198925,3.9963262985199983,4.014548547502985,4.016689489578083,4.0123543492996925,4.124185446248968,4.997868648366001,4.999550596484324,4.9987639514702735,4.9959936352270855,4.999629693084914,4.9978650088663255
4.989403517085703,4.972056007589822,4.994642213614852,4.997792427454871,4.993982454164904,4.995838163670251,4.99703390261241,4.996101636897711,4.996850326734327,4.981694837354271,4.998987576024497,4.995477317949798
4.03682024772699,3.996706041203918,4.023245012733425,4.069195502243357,4.024204034668417,4.288709144962018,4.996386019124098,4.9992541162122,4.998085787887882,4.994373663487671,4.999534960958298,4.997674434460979
4.926424388964268,4.99140546688742,4.998806484801225,4.997770761988999,4.998186307769194,4.998399447404087,3.9975422590701695,4.0104106079692174,4.004360195002127,3.971272783845254,4.030418960339135,4.001984370172823
4.066396017924977,4.007409288333374,4.030901999770281,4.1124369865845765,4.023111707965114,4.259927417805823,4.99569880950193,4.999232481093876,4.998161677076846,4.995141024888573,4.999555025264844,4.997524792481105
4.052153605567259,4.004576583514664,4.022045648497781,4.115734883926176,4.089154761492395,4.284463297313053,4.996802549071393,4.998821940015392,4.998832677885184,4.996088674983509,4.999712028688861,4.998248384339
4.049827832916132,4.012586813204546,4.034981139110943,4.14349267214766,4.059877662084999,4.426922057484115,4.996944119389597,4.999294584994103,4.998539870560068,4.995756019269751,4.999505696338947,4.9965150175123405
4.04788571938392,4.004188751435041,4.023439286902961,4.083348774917717,4.024019822879127,4.2791962565186505,4.995927483696715,4.9990834781996885,4.998299777486482,4.994070317015636,4.999527424028935,4.997003587862655
4.75059934462134,4.986465858159828,4.998380056673785,4.996581069928127,4.9972728002729925,4.996293075752088,3.997195728383633,4.0255387680920665,3.9974958255110575,3.961667533859967,4.023438443585915,4.002259484594516
4.118597833328359,4.083584208768036,4.165961829746487,4.482329514397088,4.462921149817631,4.524838791157041,2.018938565685714,2.0134805338341835,2.0097716173323543,2.031551984148952,2.0552776034571347,2.0628168092972365
4.816463740212064,4.98569359853872,4.997593790339465,4.997634125754655,4.99777382271391,4.994039500879766,3.997291314481595,4.023763318656584,4.000003883589304,3.978321142980477,4.026092850604202,4.007991391523886
4.994316798169153,4.987304557737286,4.994701036915312,4.997493717435024,4.995045667982538,4.997571553568071,4.997191763277823,4.9956961838689935,4.9978809240381485,4.979919369439772,4.998788961251741,4.993336758637627
4.080850107392979,4.007100386446278,4.035265593873899,4.098586537514763,4.024130597186538,4.205813509585379,4.996501210253013,4.999295774468124,4.998605831456897,4.996015829930904,4.99965250259827,4.99737952447499
4.991644400997352,4.985038887416325,4.996424092308599,4.997928032570497,4.994445719420509,4.997029723843451,4.997669506090426,4.997494315320513,4.997106653903868,4.980954343294851,4.998577775283293,4.993637910016334
4.9941830038475725,4.988273625228864,4.99674301977279,4.998402682002138,4.995616925311853,4.997465530949797,4.998161964348524,4.997621947098058,4.998396773771561,4.986081821569687,4.998596665911218,4.991046544094407
4.040161119689168,3.998526632611934,4.014599226947257,4.017187966175531,4.021566711633661,4.14617243893798,4.997528115425808,4.999516143567298,4.998739613363144,4.995176551289011,4.999655568303872,4.998048131950357
4.8847445578048765,4.993129674222871,4.998755417804709,4.997361310588435,4.998035780287549,4.997734158786023,3.997510433066173,4.014859846835476,4.004635946831026,3.9752604414130026,4.035190917947665,4.003500369417935
4.948127426395502,4.992702747565265,4.998389601561477,4.997833857721057,4.998246023046428,4.99822102373621,3.997347963960462,4.010092065878245,4.000002319350067,3.9519686647241095,4.024711123399935,4.001180495659146
4.9911459594307495,4.982960971013975,4.996343286388674,4.997360850709257,4.993902705394641,4.996808994605556,4.997838957264792,4.997224335969989,4.997547278250338,4.982097057903575,4.998732554563347,4.992095161548323
4.993052168991908,4.9831720338509,4.996785552909122,4.997943738538954,4.993689309947665,4.997058832035815,4.998072776762744,4.996850739874541,4.997956804199718,4.985278155619666,4.99889437054258,4.993906294831852
4.992306484602499,4.986287133357154,4.995846056644326,4.997687479718836,4.99469754799149,4.997044922498486,4.997273339177969,4.996988143310274,4.997391562647475,4.984816690948625,4.998801414410666,4.993560612807607
4.031669065227955,4.016110715010386,4.088509421776094,4.541589409046845,4.990629274651162,4.9936431417943865,2.022719963682099,2.012041213931905,2.0062178189068245,2.026270570829705,2.0456053537662724,2.03792567254818
4.106216197761756,4.007078316726486,4.032965241976855,4.072649071550313,4.037626907223067,4.263074090450939,4.995675642095447,4.9993763139305845,4.9984065592350335,4.994514643135371,4.999632581153929,4.99738004900318
4.210056249385069,4.235870616760644,4.482694655063558,4.829665885042098,4.993229198474114,4.994664045546064,2.0170455028717025,2.018566610201768,2.007320520867456,2.036907866961183,2.047862751856231,2.1015635141248223
