A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11
4.607426912721994,4.902429489485137,4.999367580444862,4.999032095957563,4.997189380019566,4.996570703901581,4.991637013457291,4.998731927559244,4.997210377201352,4.998544021385724,4.998440807927191,4.998368459717678
4.995891103988993,4.99906268769672,4.998526628334723,4.999136062688688,4.9938460877972135,4.99408866212656,4.998861819963518,4.997099977069251,4.997550388311523,4.998065929925358,4.997269729149197,4.995662394226152
4.745094334224135,4.778050646351644,4.999264391016912,4.9990904714188655,4.995850057288468,4.994585200935496,4.990037291852151,4.998193855232096,4.997336209569427,4.9985116276303465,4.997953205109088,4.998217627935273
4.925606995965023,4.99785675828339,4.998180852807999,4.999310138958856,4.998080608191902,4.981487905644286,3.979779269399869,3.9952099880029497,3.994123909110768,3.9993006354054135,4.013978030144667,4.1257737187027
4.633013588254806,4.854994133951692,4.999177372051298,4.998894357961817,4.997160094682782,4.9944295559854295,4.991234114608101,4.997985296588579,4.997147505975958,4.998465244899917,4.9983799868875,4.997992811390707
4.735606007869031,4.832317711382938,4.999349167272918,4.999206557000142,4.997457916444708,4.995897658549863,4.991597625032455,4.998690691336815,4.997948692548557,4.998799784483016,4.998465341876615,4.998402730678627
4.818315608773406,4.921616283751469,4.999253668219415,4.999055971294221,4.997188691024595,4.99475248653517,4.989975342378464,4.998196349473232,4.996777971275869,4.99885412928322,4.998258466430429,4.997841170544028
4.6564744747515,4.808445948076327,4.999154542749743,4.998950806877228,4.995891455114258,4.995165003780428,4.99271665632102,4.998603218496911,4.997480119758694,4.998144909040158,4.998269522947503,4.997558979292369
4.966098142323842,4.99677053635838,4.998098724013138,4.999195524305384,4.997238411164068,4.971179106900084,3.978208184996598,3.9915851808294343,3.98453389416198,3.998207849530455,4.007964748042582,4.048834745960585
4.56930836381871,4.945584791655256,4.996103545728658,4.998464581317259,4.995967198745639,4.957852477773124,2.0065251649531475,2.008096482276266,2.0059430592613103,2.013220148669177,2.0362394949627376,2.0724208107294877
4.961231466004457,4.997388039761923,4.998524787148722,4.999151675424774,4.996639012905673,4.971052315328185,3.978657270465943,3.9920858657857496,3.992148815410263,3.998370813075909,4.006838890523086,4.032502399661247
4.996697660900475,4.998459633617373,4.997917719910399,4.998779023328164,4.9941836149724885,4.994044840573835,4.999060626815034,4.995892675658189,4.99608966141684,4.998438433817479,4.997114794293764,4.993018494158793
4.658837397466254,4.85301640439431,4.999316018708209,4.9989743232373565,4.997317631002264,4.995200075561954,4.991781778747252,4.9981910904435285,4.997249045767505,4.998584278106772,4.998526563063235,4.998261482997681
4.994719755680472,4.998823185831927,4.998323769853345,4.999024952409205,4.994172638706368,4.995393973326214,4.998885344010474,4.996578239978723,4.997319959303686,4.99829088993716,4.997640201806988,4.995935706181317
4.994781694556144,4.998622168738857,4.998032797680303,4.998811981792215,4.988626800242635,4.995304299181228,4.999176666340479,4.996530675134235,4.996656377055101,4.997278358527767,4.997471255816147,4.994279262435004
4.765350637352412,4.909298006850585,4.999400921890393,4.999050105367456,4.99665154367452,4.996581728938633,4.988443285964244,4.998497340304883,4.9969611492246,4.998910349726725,4.998325337389037,4.998261789002028
4.986468795592274,4.998192239325931,4.998408676668299,4.999291370937384,4.997347869625497,4.984144921980791,3.9835776222635815,3.995517104463044,3.994649290972679,3.999122866262471,4.011420109212398,4.087978460145326
4.977496407720701,4.998116006818808,4.998389389214483,4.999522177544687,4.9980994610168645,4.982616412003865,3.9798752691656136,3.9916091303814647,3.993975939447069,3.999024752301476,4.003731744589258,4.10750046570388
4.997242294502443,4.998393451383648,4.997976170963462,4.998825314854374,4.99099178564927,4.993764552238849,4.999040032902141,4.996555616936218,4.996151289920745,4.996813686035976,4.996938470278546,4.993939510290492
4.994759545013269,4.998658336418291,4.998016056053575,4.998987216390921,4.994815698558303,4.995822765646624,4.999122759985706,4.996585721969378,4.997111935632384,4.998114596010351,4.997593145301485,4.996219365632877
4.995352157085206,4.998491244816404,4.998232406234906,4.9989711053588985,4.994617530492234,4.996010820794992,4.999107579802608,4.996597033049679,4.997178673140286,4.998452282241352,4.997690857663633,4.995453712651864
4.049535662108628,4.307799179079279,4.147633539350905,4.762886753736328,4.990662620271085,4.89614015370808,2.0061135142690367,2.0074871768798053,2.012796239711544,2.0121085258617857,2.030682557122886,2.132339372979969
4.763775240836528,4.877639996149772,4.99931235033456,4.998921013368595,4.996771300027747,4.994481195694702,4.990632663837607,4.998189751172727,4.99705196014157,4.998445495307564,4.998604194782193,4.998209550693498
4.521589063878564,4.992251182193228,4.996340984541854,4.998676920640729,4.995353404190386,4.937408696693564,2.006696035767696,2.0095355557751,2.0271784990277677,2.0221213273811047,2.0505421773747123,2.1273821223961957
2.1091150610852,4.605125816059136,4.889790009647473,4.997060539460431,4.995964805567048,2.673742183884036,1.9464731372880024,1.9647082888932736,2.0029406402937138,2.0125466825269456,2.038415502839714,2.061839740778544
4.73428438970456,4.76460290740116,4.999287756027414,4.998934327437332,4.997082029016821,4.994674979151346,4.990471901471618,4.99858433819746,4.997424127106333,4.998788511713353,4.998719707221997,4.998125530788083
4.7252052815738566,4.993825423301921,4.99864336736944,4.998749312931093,4.996872967408704,4.962849579186979,3.972815439195744,3.99503805871669,3.988399265719361,4.004051499154016,4.018644235336296,4.118722849769968
4.699751713121475,4.851168999854807,4.999222103372245,4.999072791880681,4.996536864966923,4.994615953850834,4.989523986504315,4.99816435201932,4.996401062497927,4.997875487181458,4.997525593500073,4.997827609123894
4.957905353397771,4.997361864780581,4.9984908003986455,4.999111728880535,4.998135089074919,4.981901325589516,3.980552293477572,3.991200268779128,3.985299293410091,3.9991305748043873,4.007386350511341,4.072120743804837
4.997390859853991,4.998849464661464,4.99817274804242,4.999053917520401,4.993429226926136,4.9957702228760805,4.999058590691882,4.996589723162913,4.997131374142208,4.998088443185406,4.9978904990951145,4.995888457111636
4.996107128711627,4.998719397422951,4.997944452391341,4.998864774881448,4.993225165705077,4.995585691802697,4.999007956231813,4.9963593440416725,4.997129358865697,4.998697872771908,4.997685274635458,4.99406023239511
4.781297922839121,4.994266918664917,4.998777413132754,4.998937666851478,4.996649714709535,4.976321177409612,3.966883705049197,3.9960230373275145,3.989831798612584,4.001936682326885,4.023572964077598,4.135888255575095
2.880401695039979,3.9051213977234154,3.893027245870898,4.520150817019685,4.990072001517389,3.687918243977146,2.0038228907671587,2.00376732682894,2.01695244677736,2.0147160461279907,2.047833642638784,2.076768542552109
4.694406149202339,4.997479269063217,4.998485760114766,4.9995230981258505,4.997144270156267,4.98288749806589,3.9850267815645792,3.991446983348747,3.9892668042485866,3.999006727538773,4.007074800575896,4.083923844219242
4.54756305768908,4.825011704605768,4.999206583533627,4.999140878512234,4.997624528945746,4.994711984504965,4.990895670077472,4.997992636612535,4.996623352831813,4.998468194626893,4.99820003948678,4.99760694213865
4.536927489453595,4.805403775141935,4.999037237142752,4.998686348730177,4.995833453033566,4.993419883596084,4.989974439955151,4.997531154060393,4.996525530237367,4.998244890830625,4.998039799518393,4.997695227106818
4.995861052237682,4.998661682089969,4.997540396713871,4.9986223098856,4.9926581841962685,4.993773504113007,4.998817063830377,4.996357892026947,4.996908339232513,4.998009413214716,4.997160684379157,4.994913036402084
4.995803406377593,4.998591048729768,4.998003645707504,4.998988695311627,4.992938949105191,4.995022641127768,4.999091458934304,4.995974826126075,4.996999284632183,4.997818782512021,4.997100274555559,4.995693490390612
2.1980478096853244,4.153387865640017,3.838060761246704,4.624324395412623,4.977739943886097,3.0852609891288933,1.8959636669657869,1.9248920769767928,2.008030228477681,2.0199929216128294,2.0332693627549587,2.056827259186193
4.665923061891661,4.9898210818586985,4.997554838801163,4.999067255781863,4.997522071279207,4.968368051866111,2.009649994419448,2.010585409735994,2.006713919106679,2.0105151726761994,2.037041331313834,2.1026883766186613
4.997285321545063,4.9989284094176645,4.9982751914497285,4.998925852456893,4.99439072322811,4.994866883353106,4.99911199581822,4.99755073940661,4.997257066180363,4.998304603192039,4.997937064006635,4.996695505946402
4.75777810908071,4.875553004049584,4.99912608295628,4.998858908803295,4.997401485184392,4.993905154101012,4.990258665487189,4.99824040352304,4.996852507289278,4.998222119192671,4.998497037548756,4.997553074534583
4.995886469416544,4.998423029510654,4.998001454469857,4.998988686637628,4.993010133681298,4.995501283826365,4.998972622479704,4.996444007185229,4.996579383101054,4.997957365931843,4.997541456903241,4.996282947498207
3.3907778529029384,3.90669817160507,3.699296352212112,4.080581983330295,4.07253042480342,2.084542423604184,1.0589855175875682,1.029191370994667,1.0389340732733157,1.0183179854263322,1.3821051707458762,1.4261346987843575
4.993745523213948,4.998747572963002,4.998039236495724,4.998858073066283,4.992112215417696,4.995650047616795,4.998993359129343,4.996668132823602,4.997205119334552,4.998319272457151,4.997538003390812,4.995898022271799
4.951383046802485,4.997095924471475,4.997869251080516,4.999343259590331,4.997227737199725,4.974491487695141,3.98051911989364,3.994436934658281,3.98828987605226,3.9998478312654777,4.012696876562993,4.0612908757739685
4.853607590639559,4.9956225789967394,4.998592379471209,4.99881992064203,4.995862304669431,4.967148045239937,3.9562504852398286,3.993819344464949,3.9888745396932666,4.002639333051947,4.01206567493318,4.11618184874832
4.991979006351445,4.998086272668177,4.997943325618115,4.99884738564725,4.993865612788128,4.995590582560195,4.998955551722652,4.996416884798935,4.996860603132418,4.998004268466537,4.997246586822959,4.994633216398451
2.3765877073154047,4.050626283397051,4.019474385652645,4.359519208667944,4.127094616221028,2.576675297984798,2.004016587646297,2.00905858578859,2.0320140431437883,2.0294617357767213,2.0805508380509985,2.0748387196887217
4.996495810049858,4.999077261307127,4.998483398594322,4.99920765901311,4.99460836169026,4.996158983315345,4.999259221110869,4.99776169601481,4.997580221177875,4.998380969564101,4.998181300770644,4.996347496267708
4.902856795315809,4.996914639561327,4.998131629929628,4.999350792198252,4.997904781789312,4.978959709798853,3.9792383202052526,3.995427131301259,3.993837078831093,3.9985929892386376,4.009985248273985,4.060736331848696
4.59637593405528,4.798497564005998,4.999348760962167,4.998954897359831,4.997594209626799,4.995676371087859,4.990607621336011,4.998545750462517,4.9968838747446505,4.998386117639517,4.998315905199069,4.997861902761478
4.971467137128481,4.9963658408358285,4.998174166674519,4.999311623299136,4.998117719411717,4.965626325413066,2.0083085014918582,2.008987703056353,2.0144321706303976,2.012837994078366,2.0647932274547105,2.154433151823446
4.749687946751229,4.9963143073618,4.997832170918628,4.999220554984457,4.99656414536794,4.94481352266373,2.0064827364914173,2.0086128642669903,2.011400880692873,2.0130149625132776,2.082738580275626,2.1171666332222343
