O_10_1,O_15_1,O_20_1,O_35_1,O_40_1,O_60_1,O_5_-1,O_25_-1,O_30_-1,O_45_-1,O_50_-1,O_55_-1,E_1_1,E_6_1,E_21_1,E_41_1,E_46_1,E_56_1,E_11_-1,E_16_-1,E_26_-1,E_31_-1,E_36_-1,E_51_-1,C_13_1,C_18_1,C_33_1,C_38_1,C_43_1,C_53_1,C_3_-1,C_8_-1,C_23_-1,C_28_-1,C_48_-1,C_58_-1,A_2_1,A_7_1,A_27_1,A_32_1,A_52_1,A_57_1,A_12_-1,A_17_-1,A_22_-1,A_37_-1,A_42_-1,A_47_-1,N_14_1,N_19_1,N_34_1,N_39_1,N_54_1,N_59_1,N_4_-1,N_9_-1,N_24_-1,N_29_-1,N_44_-1,N_49_-1
4.4784536692489585,3.8276740189270093,3.0011596410587713,4.765528328703551,4.5201320323592125,3.2354352357145504,2.0621309242598214,2.0228305715406876,2.1760064052968113,2.0820788211313994,1.993850315495873,2.1217218214632454,2.921659562213123,2.120706644283668,2.947253699259306,4.044117622495632,2.687328278138173,4.072570536831737,2.0147882262848134,2.1112169165039107,1.6744369188859576,2.174886423482173,2.029383194917019,2.001485483217443,3.9754370225002655,2.948118509209432,2.8042626906603165,3.7842912713466115,3.965482598971475,4.272667683500892,2.040422391747409,1.7812825087411293,1.9956259740966873,2.002804310091295,1.601944522758913,2.0093692822775626,4.962629663602787,4.867504789362362,3.064711498833375,4.7312790925522785,4.13892234682466,3.067111138198084,2.040052912994163,1.9963642069462582,2.025067746175615,1.9906796511993718,2.3615828572383437,1.968369529858295,2.364880646748977,2.0780502040991737,2.2488284823304996,2.0800327992722822,2.031545725305964,2.1706945067456056,4.061742245706226,4.070892608171591,4.059248433886928,2.9734092929672653,2.3518283254581616,3.70205139982532
4.450547916031382,3.0376572731599927,2.548493521057975,2.9996180994868635,2.873501088463219,2.915562546868377,2.8859580825282416,2.649950425185116,2.002646756616054,2.5163724319663814,2.3252374982278794,2.6594282990443814,2.9796175839926353,2.6675529947870604,2.850960051855454,4.0744774247411115,2.821042571974683,4.836027126449801,2.017530080974917,2.340379610263847,2.1451270395783304,2.616829108404632,2.247202233747997,2.0586791093911674,3.6389919029309388,2.928810869143948,2.3062589891359044,3.0679729729200114,3.736012144637291,4.7339795576956005,2.385427770947246,2.1742141270427076,2.1246366270517107,2.0534492496727705,2.4530470438728096,2.217177688727216,3.0953089654411183,4.918208512751063,2.985163988596786,4.640645525607747,3.8556561880673206,3.045384953342213,2.7225503226417955,2.2387679139995877,2.963255655802223,2.4213180757204515,2.917919247642924,2.003907114099872,2.762729071117759,2.045301548934604,2.1874887074787974,2.0561374859408312,2.0140721694423367,2.871171159478096,2.28451761706867,4.008420557146253,3.0337934301139864,2.965880966838334,2.4453881524545515,2.143181962705405
3.5474133619464516,2.9552576245626727,4.959633692818983,4.9818507742412805,2.9488200461145775,2.9392092013144726,1.0205831111046848,2.771147574809938,1.035234962402379,1.8517163058870532,2.0553479008281705,2.0914405831974894,2.8352834031850778,2.233985942227982,2.364168125159096,3.632777994043968,2.718628234699204,3.393056939011567,2.034813710906852,2.147398644682137,2.0901685743748715,2.484372242995657,2.1265768019376687,2.014308298071062,3.533506160664129,2.7568739710214243,2.485069335928046,2.506616812260662,3.3356184053979514,4.1104355323897614,2.178506443313522,2.051357359855094,2.0982316733169077,2.0531589190868407,2.057045951795937,2.240486297463635,3.013762440547722,3.529297396775485,2.753298823006689,3.42163408162757,3.171549123405221,2.810114525304105,2.1915432654453646,2.140763804507895,2.307084731456698,2.1124323918030496,2.70197690893186,2.0313309079697874,2.3947183535453656,2.056565786093495,2.166657655027017,2.306709601615513,2.405357708662823,2.4889069814838147,2.035588161717201,3.7394067042033927,2.9066450792731553,2.5200132316576758,2.117782792970653,2.1647054674046657
3.835534166926638,3.681878524456867,4.805075197258129,3.2280208980323715,3.27976803883372,3.3464909364856195,2.753628215072714,2.124794394563802,1.8597309339292707,2.0380307836566542,2.025259569761423,2.14903310723927,2.335384613815989,3.719078474013585,4.087512838916977,3.651605183974076,2.212125492999178,4.201464918565033,2.2490171518930104,2.0631705388168156,2.2542772363911046,2.227303136838294,3.2779140314492916,2.2593311423689713,3.9977242838588323,3.5755856889567985,2.9274226999557778,4.103616396025124,3.9959554090819824,4.488343063436224,2.0381867329357597,2.022605149564374,2.001320962303672,2.038734047297611,1.9948587759928937,2.0866892644715382,2.0396475646886145,4.401902336703407,2.2160630341345287,4.0890454105662855,3.744194487834515,2.7052436965336173,2.0334362762467166,2.0185048966845054,2.0127333883397105,2.0036844737877026,2.2322228930728145,2.0057228076999793,2.0667564388356365,2.0870151939678934,2.1086922661013454,2.0034022769163737,2.002904199396391,2.020631462030208,2.028078051214921,3.9580770253129476,3.6072618181764766,2.7645126270954283,2.2292939357097596,2.327085019327337
3.77745848794501,3.3524421298888454,2.9852767648337797,3.9658957398808563,2.913569921032838,2.766823960381835,2.3732185611827243,2.1468733401817515,2.007215214620527,2.0773894372789425,2.090996931018443,2.18410378589565,3.807540060924947,2.165344374987725,2.688451236076123,3.890341195813516,2.27263443609821,3.216260684039666,2.0317046731166184,2.0825916029294222,2.0459664139182667,2.2341664258891285,2.0130766794585186,2.0170514177404026,3.857524609040981,2.961812168598525,2.5578930379798326,3.553740819917744,3.8638450518466865,4.124762583248626,2.1861052693222978,2.0143822199467336,2.0225949552978775,2.0257553287400154,2.0037452140426684,2.087076793606606,2.920921694285286,4.247003058014439,2.7098997866931036,3.7509866124540525,3.5062539012574785,2.6328890892180628,2.0456216979158555,2.019475455329385,2.068324993769532,2.0267124463773407,2.187592306168463,2.0113897752111276,2.079337780708374,2.0186805649381214,2.0863597973735044,2.0970420344662077,2.023294496571011,2.1293557906229688,2.0370668075356826,3.9518925107821543,3.044864835241889,2.685226224008944,2.0909745245393507,2.1309222321319092
4.689664203240301,2.7104094182797924,4.56175166505308,2.9933479408278405,2.6373351950341695,2.5711836142800903,4.4677879765330255,2.1081620583721628,2.015776541388303,2.097061462333545,2.0940000465672184,2.163107743128515,2.1664580026793776,2.0422420127228595,2.1223863392645086,3.6364524251008277,2.130137161236455,4.221231920966234,2.1079326209445686,2.0196057285321505,2.4998079308982137,2.178451493659441,2.0205898345917537,2.029555319380405,2.1731292888625395,2.039158317325166,2.002344486344878,2.0557709342106767,2.1265972132069506,3.675339646735664,2.0835705344510904,2.318665427354682,2.132685975901223,2.2379350521884978,2.053409780843244,3.342923158364401,2.6159433796644818,3.9513747202455356,2.163165108836164,3.5074239461623966,3.0252989506750767,2.072663774198239,2.0364316118372514,2.042946664246791,2.070606724403651,2.0207931049227086,2.1475743273665193,2.004127953189065,2.0680251645713876,2.0120419182131823,2.033244267670708,2.029962123372413,2.013579297454294,2.081825389008887,2.0045510299176414,3.85271601114137,2.2713272943537546,2.0300926036810805,2.0072807050119295,2.03297035546771
4.666140157401707,4.28007677454239,4.890445829217032,4.997976729245534,3.0729162023453407,4.496460255099906,2.0408667459564844,2.155078262746192,1.373130563195284,1.9847740785150574,2.0062639096856905,2.0058032254923654,3.425733989482011,2.3783696726469445,2.775511560473421,4.0489208606308775,2.885460412038797,4.963607458099137,2.0452507316064605,2.054613145653993,2.0133292821496482,2.337143419978057,2.0316657088199377,2.01208677546489,3.1392841639163382,2.6061388098682197,2.554709211394869,3.176424696277533,3.3449993010940062,4.739964605163964,2.179807274906702,1.9984399739684502,1.9908006125684565,2.0453361318404255,2.0588985909325146,2.439195383048878,2.808791642480804,4.4786800738324075,2.333900834424421,3.846316470085156,3.5998384930826433,2.785714909472442,2.0942949019054256,2.020868121102526,2.402585311428249,2.0246026427151715,2.312620721131763,2.0001984189700193,2.564514790425216,2.0200227047721246,2.036105660030197,2.255217983236515,2.0654018277502435,2.356548816086946,2.0246081743017483,4.048213103009519,3.0297989548972115,2.271348590432032,2.051399914639602,2.2264766969517527
3.949856640889816,3.2853473727179083,2.3738296075341614,2.9981135942362926,2.9825743121679853,2.8371393528401687,2.7322471355895033,2.1103924572416393,2.066759198080014,2.028097684067651,2.006404076221272,2.1780256533419413,2.639048598087674,2.112965353919871,2.265267594054967,3.9416479063987593,2.3031329771091382,4.467184453231993,2.0042605261137547,2.1057077877809305,2.0385598896561743,2.345649078896316,2.0197445993655,2.0037652822358,3.9388543157023665,2.679254399260751,2.4010375911483126,3.7298713455676644,3.9225845185867128,4.517977164695305,2.1113309780219156,1.9982538449156788,2.004565089808669,2.034928432831134,1.974233877116652,2.112174614575509,2.828475314723135,4.198043865427671,2.4069289265657394,3.7232649004590823,3.36645032005787,2.6513925780684717,2.024423433495577,2.013074211630554,2.0241822687567845,2.0080328455741676,2.177360894361927,2.000286213046089,2.1487648483095914,2.0354803791051284,2.0941100100919825,2.0213222438717904,2.02654917886153,2.0666924982359296,2.0162677488998226,3.9470220979737167,2.9676111633434825,2.464344639814102,2.07348085828547,2.1676365755804294
3.2645083453220165,2.719525946973448,2.2949611642723977,2.9964258765116347,2.899640947216913,2.7784456503786434,2.9457732824938976,2.1050344351077004,2.0098796181990948,2.617183225159189,2.04608124353841,2.3861759300011416,2.005837184127992,2.077737023279407,2.0548984364455745,2.003305930503375,2.1938758326794465,2.0819145199091467,2.3128910631754067,2.38743793045831,2.083249068829859,2.326440727457916,2.215506694179437,2.0061510528652984,3.5337660451135293,2.9027382779331328,2.5740027162087755,2.2956546294079163,3.351326510591334,4.074775566911211,2.2319768355320773,2.0416229485896142,2.3085863359427305,2.049345542899382,2.0007922359424497,2.1213856137229334,3.135188496588866,3.6313208264164194,2.352579204751077,3.2604357829128974,3.009249497185282,2.157741332947718,2.06365723501836,2.016284371559388,2.023419548367638,2.010398146471225,2.5992981235632464,2.007710932323486,2.278066912122042,2.0286483087367184,2.377075701733218,2.390498922773998,2.2059625295910092,2.140050637698055,2.0045325900944313,2.2013801618328483,2.3582843565817946,2.0451123257758117,2.04540851326544,1.9999407473702773
3.563019797694771,2.796706872819043,3.0168621538095888,4.889550779040749,2.764765093221596,2.725096595920611,2.439298965221639,2.2298113657268224,2.0015247250149426,2.109666949883064,2.0141114581207447,2.1224761572125486,2.504614538764962,2.083171220343043,2.111149744662478,3.7554621130979102,2.161468793183389,4.828518226710989,1.9962817813893068,2.0119145122112867,2.0010038064466484,2.177488495458596,2.019104075610853,2.015307791228373,4.034110848650809,2.378167901963447,2.1839343686810575,2.917446514385654,3.9490728488364155,4.5410560177400106,2.0575520104129503,2.000523092860174,2.000223443254935,2.0078203695937593,1.9993537543771156,2.049671938914432,3.9386508129982483,4.8341069540308474,2.732469907728781,4.52033735936655,4.044706085623407,2.927824400650253,2.0118503103081773,2.0070480201467107,2.0241078969268624,2.001207235234306,2.0612962204073906,1.993332841004964,2.0944434559368044,2.00547212494184,2.0160631368587754,2.0174236329982014,2.000017236383366,2.1097432127758435,2.032090440869085,3.9149088883935943,3.2078487266940416,2.616003874714151,2.0262492561198933,2.0711611839781296
3.3090984387789657,2.744338273496341,2.99339266512349,2.9899403410064815,2.9828096388807728,2.74309986254157,2.04592197577744,2.112810724010816,2.0098195604187428,2.118618992084075,2.00387236339425,2.0287039872706383,2.3455732476552877,2.080234903149159,2.197672395616714,2.0872645320224343,2.233330764051737,2.456095052003611,2.034002390194326,2.080695257278648,2.0181023933710684,2.1877041672992337,2.0165123570316625,2.0059017025758954,3.8907862509806366,2.4163693504477677,2.063635328274459,3.178141517486642,3.8457880268320777,4.191027659068709,2.0386178489925957,2.001420643921355,2.008539820636675,2.0250123598557104,2.0090527249909926,2.065811799716465,3.7818805632430657,4.411636158879343,2.4420033674923145,4.348265678817009,3.2355323005138046,2.324990458800189,2.050842590088182,2.0028759863862424,2.024119355090243,2.0072206822456655,2.2005075798463136,2.0005114536058475,2.130630057070911,2.0100721793303533,2.041786435415969,2.017553564988993,2.0168862851574025,2.089099697043451,2.0028328558721866,3.680270808898835,2.633585157089475,2.2114709276701436,2.092928169622534,2.0299679199761185
4.9815940384476365,4.70999900360299,4.219234541699952,4.768818333051965,4.368820876406663,4.959815348616718,4.94855194916897,2.993810011604872,4.905620690303296,3.088662747370574,2.4567273304545028,3.63372600100962,2.598982844859672,4.814728016310477,2.8286001021909675,4.869365965355115,2.7459802486532725,4.951886966269289,4.5298648774450925,3.39245419783302,4.830002383806237,2.666150973145001,2.5418295954369756,2.414997492157794,2.1825457848076915,2.6479490032357393,2.4282995420155125,3.524075487953601,2.1227538676414994,4.878655520052816,2.643155858783211,2.8721108984385637,2.691429878293826,2.3380166044392685,2.14195481960104,3.92288952993194,2.437269335573137,4.191439523925839,2.3556001146778596,4.273690319851388,2.820582742157081,2.3123502851318283,2.4574084895245876,2.1830431240850308,2.5625057798954756,2.0821439073364347,3.324107748826344,2.3201159664069944,2.7476208766317187,2.122038009244068,2.38423468762491,3.788552418994642,2.431794698920039,2.2914103902836143,2.150988059420182,4.544657359083188,2.640822576638253,2.0410700383901528,2.1737512840250344,2.425660956856063
4.195200593105207,3.5369670577480705,2.994785892745924,3.9882512215641417,3.1298780938316955,3.1073445182210233,2.972224448137756,2.3265067301725573,2.0182878479688977,2.301722471185409,2.0530840839599316,2.279186106481758,4.658179379325983,2.6344005010986726,2.966031190466728,3.9780140485818474,3.2318249193052324,4.373065763077374,2.1067832316483637,2.1062377856479317,2.105499024680844,2.310548369624921,2.033382165772552,2.0538739525461973,3.9536881695237795,3.2187474772208873,2.880195663014367,4.010158356567237,3.9784281519581386,4.3949038209783815,2.4441657086272546,2.0645432994664232,2.043806635567326,2.0594796699539253,2.020769829270061,2.7497732536437245,3.173943806387228,4.6744529926660565,2.8540389948315883,4.365352499637741,3.8912740889006043,2.880010854298819,2.0606673249474925,2.107330541225331,2.1152812927136067,2.0350359285702018,2.5280076982100055,2.0159497765087755,2.0980508417364296,2.031345999947037,2.1257977092320153,2.126273214772492,2.053032523575668,2.182937204938218,2.1175543009175604,4.0032570306421285,3.405870753902284,2.760526419407595,2.1540659882286963,2.24677217073893
4.860139482394574,3.7174196923749037,3.0561667902138048,4.51053247832209,3.09953482659746,3.5819731182347168,2.066264731036476,2.6263585637295654,1.9874793123233259,2.077508592371471,2.00197453044198,2.4076260478377174,4.6456925830695255,4.005094952008761,2.985229630881979,4.977677879412335,3.0494972522998385,4.995157112104257,1.915502460864091,2.3120641676695417,1.0020593210499067,2.2793425351891408,2.061232896517425,2.2741925818533058,4.491948139320506,2.9842744813397037,3.0052268292199544,4.345922670443658,4.677155140146017,4.900318192859842,2.6216578794385033,1.162669911803154,1.8936681339033274,2.1674686399797265,2.0757930226125954,2.7604228118028478,3.3287377233416997,4.928573799668068,3.3061191413047832,4.7978324824602385,4.6195223648803285,3.881206513101464,2.2662590080590252,2.075065365792836,2.9582127997143024,2.1274485127052785,2.5798181491385557,1.9907940378156432,2.95100201647289,2.1245157912967785,2.1992408483949317,2.020550776419863,1.968544298644833,2.8857689800555195,2.6164347438837208,4.51897501712276,4.424315857222058,3.0591241670394185,2.263920858996728,2.7243701718009175
4.993639025916408,3.468982667351133,4.997780058788056,4.997163928912861,4.3297533972359,4.96990349642288,4.620015868615673,2.3584097119343217,2.6302454190999986,2.1697256264839573,2.0188268715920534,2.261999265600458,2.8083057062179932,2.2180371116881923,2.682445971112029,2.9821241165299432,2.821391309741064,4.883343153814957,3.2502195913118905,2.3084798529756165,2.0302586781615695,2.6000518319875807,2.0560300581901285,2.0205909518232956,3.7293921042740124,2.4788391336729654,2.0937064110782324,2.432188949285347,3.6117727779769893,4.555571271874616,2.2819077384344717,2.0477660171182226,2.0603923064870338,2.0349653322020025,2.046539141654717,2.3580178699645122,4.656987149456109,4.696858747442992,2.8068297678312146,4.245728059625674,3.725413793865793,2.9509005535483723,2.4798660094592573,2.0397872485552133,2.80618416839954,2.1989658810145376,2.7614252784403606,2.0060222344308687,2.5096857824103,2.056267025239524,2.198022839167792,2.378294686795096,2.196875088727846,2.3779608547261812,2.0455339921093594,4.104558198816123,2.9560199482739904,2.609801488900323,2.074461295735358,2.27989761037762
